d_install_date,s_app_name,s_app_version,s_os,s_country,s_acquisition_network,s_installing_pckg_group,i_cohort_groups,f_playtime,i_active_users,i_count_sessions
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,com.android.vending,4,29538.4,8,18
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,com.android.vending,5,15497.1,7,17
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,com.android.vending,6,12385.9,7,13
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,com.android.vending,7,11388.3,7,13
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,other,0,10920.0,6,14
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,other,1,6216.0,2,5
2026-02-02,Wonders Kingdom,10.2,android,DE,Organic,other,2,1227.9,1,1
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,0,51146.0,17,52
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,1,30289.3,8,21
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,2,6047.1,6,9
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,3,15997.2,5,17
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,4,5072.0,5,7
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,5,6587.0,5,13
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,6,4866.3,5,10
2026-02-02,Wonders Kingdom,10.2,android,DE,TikTok,com.android.vending,7,13862.0,5,16
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,0,46771.7,18,48
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,1,41206.8,12,38
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,2,28988.2,7,17
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,3,21304.2,7,14
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,4,5923.5,6,10
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,5,4158.8,6,10
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,6,7595.6,5,6
2026-02-02,Wonders Kingdom,10.2,android,DE,Unity Ads,com.android.vending,7,5337.7,5,9
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,0,39341.4,8,25
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,1,2947.4,4,7
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,2,5179.1,4,8
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,3,6139.3,4,11
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,4,1773.9,2,3
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,5,711.8,1,1
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,6,8583.8,1,4
2026-02-02,Wonders Kingdom,10.2,android,DE,ironSource,com.android.vending,7,3707.8,1,3
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,0,37493.6,14,43
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,1,15554.3,8,16
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,2,9901.9,6,12
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,3,7867.8,5,6
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,4,11747.0,5,8
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,5,12497.6,5,8
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,6,10955.2,5,12
2026-02-02,Wonders Kingdom,10.2,android,FR,AppLovin,com.android.vending,7,12410.8,4,11
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,0,84217.3,23,82
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,1,39863.2,11,32
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,2,44159.2,7,26
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,3,17114.3,6,18
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,4,5788.5,3,4
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,5,13557.9,3,8
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,6,4188.7,3,4
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,com.android.vending,7,14759.5,3,9
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,0,15775.1,4,13
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,1,8990.5,2,7
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,2,632.6,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,3,663.2,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,4,152.8,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Google Ads,other,5,1193.1,1,2
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,0,94023.9,38,107
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,1,86703.2,21,67
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,2,59540.7,16,41
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,3,41876.9,14,37
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,4,25656.4,12,23
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,5,19972.3,12,18
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,6,24579.9,10,23
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,com.android.vending,7,18067.7,9,14
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,0,14956.9,5,17
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,1,2398.4,1,3
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,2,1180.1,1,3
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,3,592.1,1,4
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,4,942.7,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,5,538.0,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Meta Ads,other,6,3003.0,1,3
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,0,124929.7,38,124
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,1,59189.3,19,52
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,2,26569.6,11,38
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,3,27794.6,8,26
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,4,18724.0,8,25
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,5,11015.9,6,12
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,6,7209.7,5,9
2026-02-02,Wonders Kingdom,10.2,android,FR,Organic,com.android.vending,7,3144.7,4,4
2026-02-02,Wonders Kingdom,10.2,android,FR,TikTok,com.android.vending,0,21262.6,7,18
2026-02-02,Wonders Kingdom,10.2,android,FR,TikTok,com.android.vending,1,3214.1,2,4
2026-02-02,Wonders Kingdom,10.2,android,FR,TikTok,com.android.vending,2,4994.0,1,4
2026-02-02,Wonders Kingdom,10.2,android,FR,TikTok,other,0,1432.2,1,1
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,0,45056.9,16,48
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,1,40680.9,13,35
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,2,23993.9,10,29
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,3,8965.8,9,13
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,4,18384.4,9,22
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,5,30263.1,8,23
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,6,11215.0,8,14
2026-02-02,Wonders Kingdom,10.2,android,FR,Unity Ads,com.android.vending,7,17181.2,6,10
2026-02-02,Wonders Kingdom,10.2,android,FR,ironSource,com.android.vending,0,27482.1,7,24
2026-02-02,Wonders Kingdom,10.2,android,FR,ironSource,com.android.vending,1,2241.8,4,4
2026-02-02,Wonders Kingdom,10.2,android,FR,ironSource,com.android.vending,2,15719.0,4,10
2026-02-02,Wonders Kingdom,10.2,android,FR,ironSource,com.android.vending,3,8861.3,2,5
2026-02-02,Wonders Kingdom,10.2,android,FR,ironSource,other,0,837.2,1,1
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,0,14368.6,6,11
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,1,8353.4,5,10
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,2,5163.8,4,10
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,3,11335.5,2,7
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,4,3419.6,1,4
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,5,1253.1,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,6,503.0,1,1
2026-02-02,Wonders Kingdom,10.2,android,GB,AppLovin,com.android.vending,7,2104.5,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,0,37536.7,12,37
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,1,16940.0,7,15
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,2,21317.6,5,18
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,3,7807.4,4,13
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,4,18783.0,4,15
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,5,13373.8,4,8
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,6,9929.3,4,9
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,com.android.vending,7,7139.2,4,7
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,other,0,2350.0,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,Google Ads,other,1,6656.4,1,4
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,0,106416.0,33,106
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,1,93754.0,25,69
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,2,50984.2,15,43
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,3,25027.4,11,28
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,4,12856.5,10,16
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,5,27187.2,10,23
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,6,18027.4,10,16
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,com.android.vending,7,21444.7,10,15
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,0,2738.7,3,6
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,1,10135.3,2,9
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,2,17085.6,2,8
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,3,6859.1,2,8
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,4,2181.2,2,4
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,5,1311.4,2,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,6,3162.2,2,4
2026-02-02,Wonders Kingdom,10.2,android,GB,Meta Ads,other,7,1099.0,2,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,0,52082.0,15,42
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,1,16883.6,6,16
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,2,6979.1,5,13
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,3,2333.7,3,6
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,4,7219.9,3,7
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,5,9483.8,3,6
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,6,9140.9,3,7
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,com.android.vending,7,1290.6,2,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Organic,other,0,2105.1,2,7
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,0,23272.9,9,20
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,1,10105.0,5,25
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,2,14729.0,4,14
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,3,10708.5,3,10
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,4,4210.4,2,7
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,5,1466.2,2,4
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,6,4477.0,2,7
2026-02-02,Wonders Kingdom,10.2,android,GB,TikTok,com.android.vending,7,11368.7,2,7
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,0,11790.4,6,15
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,1,5725.8,2,6
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,2,7280.5,2,4
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,3,7857.3,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,4,2141.6,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,5,2599.9,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,6,3845.6,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,com.android.vending,7,3876.1,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,other,0,681.0,1,1
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,other,1,3485.5,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,other,2,1817.2,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,other,3,755.9,1,3
2026-02-02,Wonders Kingdom,10.2,android,GB,Unity Ads,other,4,2128.2,1,2
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,0,33971.5,8,22
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,1,37357.6,6,23
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,2,8403.0,6,18
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,3,8731.2,4,11
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,4,3946.0,3,4
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,5,4537.9,3,6
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,6,5240.8,3,6
2026-02-02,Wonders Kingdom,10.2,android,GB,ironSource,com.android.vending,7,4301.9,3,7
